date,home_team,away_team,home_att,away_att,home_mid,away_mid,home_def,away_def,home_score,away_score,home_rank,away_rank,home_rankpoint,away_rankpoint,tournament,city,country,neutral
2022-12-03,Netherlands,United States,83,77,83,78,83,76,3,1,8,16,1694.51,1627.48,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-03,Argentina,Australia,85,72,83,72,83,71,2,1,3,38,1773.88,1488.72,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-04,France,Poland,86,80,84,76,83,76,3,1,4,26,1759.78,1548.59,FIFA World Cup,Doha,Qatar,TRUE
2022-12-04,England,Senegal,86,79,83,77,83,77,3,0,5,18,1728.47,1584.38,FIFA World Cup,Al Khor,Qatar,TRUE
2022-12-05,Japan,Croatia,75,83,78,82,76,78,1,1,24,12,1559.54,1645.64,FIFA World Cup,Al Wakrah,Qatar,TRUE
2022-12-05,Brazil,South Korea,85,78,85,73,83,75,4,1,1,28,1841.3,1530.3,FIFA World Cup,Doha,Qatar,TRUE
2022-12-06,Morocco,Spain,76,84,74,85,78,84,0,0,22,7,1563.5,1715.22,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-06,Portugal,Switzerland,83,77,85,78,84,78,6,1,9,15,1676.56,1635.92,FIFA World Cup,Lusail,Qatar,TRUE
2022-12-09,Croatia,Brazil,83,85,82,85,78,83,1,1,12,1,1645.64,1841.3,FIFA World Cup,Al Rayyan,Qatar,TRUE
2022-12-09,Netherlands,Argentina,83,85,83,83,83,83,2,2,8,3,1694.51,1773.88,FIFA World Cup,Lusail,Qatar,TRUE
2022-12-10,Morocco,Portugal,76,83,74,85,78,84,1,0,22,9,1563.5,1676.56,FIFA World Cup,Doha,Qatar,TRUE
2022-12-10,England,France,86,86,83,84,83,83,1,2,5,4,1728.47,1759.78,FIFA World Cup,Al Khor,Qatar,TRUE
2022-12-13,Argentina,Croatia,85,83,83,82,83,78,3,0,3,12,1773.88,1645.64,FIFA World Cup,Lusail,Qatar,TRUE
2022-12-14,France,Morocco,86,76,84,74,83,78,2,0,4,22,1759.78,1563.5,FIFA World Cup,Al Khor,Qatar,TRUE
